Gene stable ID,Transcript stable ID,Gene name
ENSG00000260288,ENST00000654378,
ENSG00000260288,ENST00000668053,
ENSG00000260288,ENST00000661723,
ENSG00000260288,ENST00000687057,
ENSG00000260288,ENST00000691620,
ENSG00000255494,ENST00000530150,LINC00681
ENSG00000288735,ENST00000686912,
ENSG00000289316,ENST00000688585,
ENSG00000246263,ENST00000520820,UBR5-DT
ENSG00000246263,ENST00000499653,UBR5-DT
ENSG00000246263,ENST00000667853,UBR5-DT
ENSG00000289477,ENST00000687693,
ENSG00000254812,ENST00000524808,
ENSG00000254812,ENST00000692495,
ENSG00000287301,ENST00000653093,
ENSG00000289104,ENST00000693585,
ENSG00000246430,ENST00000519144,LINC00968
ENSG00000246430,ENST00000499425,LINC00968
ENSG00000246430,ENST00000523786,LINC00968
ENSG00000246430,ENST00000521483,LINC00968
ENSG00000246430,ENST00000523664,LINC00968
ENSG00000246430,ENST00000524338,LINC00968
ENSG00000246430,ENST00000518943,LINC00968
ENSG00000246430,ENST00000665904,LINC00968
ENSG00000246430,ENST00000653444,LINC00968
ENSG00000246430,ENST00000692050,LINC00968
ENSG00000253741,ENST00000669349,LNCOC1
ENSG00000253741,ENST00000520572,LNCOC1
ENSG00000253741,ENST00000665898,LNCOC1
ENSG00000253741,ENST00000663158,LNCOC1
ENSG00000253741,ENST00000662059,LNCOC1
ENSG00000253741,ENST00000654797,LNCOC1
ENSG00000253741,ENST00000687725,LNCOC1
ENSG00000253741,ENST00000689400,LNCOC1
ENSG00000253741,ENST00000686343,LNCOC1
ENSG00000253741,ENST00000686139,LNCOC1
ENSG00000289277,ENST00000685639,
ENSG00000289277,ENST00000690507,
ENSG00000258551,ENST00000555947,CRAT37
ENSG00000258551,ENST00000554333,CRAT37
ENSG00000258551,ENST00000664984,CRAT37
ENSG00000258551,ENST00000687281,CRAT37
ENSG00000232194,ENST00000451545,
ENSG00000289263,ENST00000690596,
ENSG00000257060,ENST00000554466,
ENSG00000257060,ENST00000543286,
ENSG00000257060,ENST00000554105,
ENSG00000257060,ENST00000556519,
ENSG00000257060,ENST00000553478,
ENSG00000257060,ENST00000657519,
ENSG00000257060,ENST00000653095,
ENSG00000257060,ENST00000657206,
ENSG00000257060,ENST00000668028,
ENSG00000257060,ENST00000654088,
ENSG00000257060,ENST00000667030,
ENSG00000257060,ENST00000661485,
ENSG00000257060,ENST00000667940,
ENSG00000257060,ENST00000670300,
ENSG00000257060,ENST00000685668,
ENSG00000257060,ENST00000685644,
ENSG00000257060,ENST00000692725,
ENSG00000257060,ENST00000686217,
ENSG00000235152,ENST00000428673,
ENSG00000289473,ENST00000692414,
ENSG00000289473,ENST00000687760,
ENSG00000289473,ENST00000688661,
ENSG00000289473,ENST00000685040,
ENSG00000231612,ENST00000414565,
ENSG00000237980,ENST00000446962,LINC02773
ENSG00000237980,ENST00000653931,LINC02773
ENSG00000246528,ENST00000501104,SLCO5A1-AS1
ENSG00000246528,ENST00000528800,SLCO5A1-AS1
ENSG00000246528,ENST00000533300,SLCO5A1-AS1
ENSG00000246528,ENST00000530194,SLCO5A1-AS1
ENSG00000263489,ENST00000577329,
ENSG00000264954,ENST00000657561,PRR29-AS1
ENSG00000264954,ENST00000662204,PRR29-AS1
ENSG00000264954,ENST00000580942,PRR29-AS1
ENSG00000264954,ENST00000577545,PRR29-AS1
ENSG00000226235,ENST00000447832,LEMD1-AS1
ENSG00000245164,ENST00000651667,LINC00861
ENSG00000245164,ENST00000652311,LINC00861
ENSG00000245164,ENST00000517869,LINC00861
ENSG00000245164,ENST00000522865,LINC00861
ENSG00000245164,ENST00000518964,LINC00861
ENSG00000245164,ENST00000500989,LINC00861
ENSG00000245164,ENST00000651482,LINC00861
ENSG00000245164,ENST00000662179,LINC00861
ENSG00000245164,ENST00000661778,LINC00861
ENSG00000245164,ENST00000689131,LINC00861
ENSG00000245164,ENST00000691489,LINC00861
ENSG00000226868,ENST00000458662,
ENSG00000289405,ENST00000684995,
ENSG00000289405,ENST00000688995,
ENSG00000272362,ENST00000607759,
ENSG00000288782,ENST00000690427,
ENSG00000288782,ENST00000693434,
ENSG00000288782,ENST00000687564,
ENSG00000237011,ENST00000447056,
ENSG00000259704,ENST00000653647,
ENSG00000259704,ENST00000558221,
ENSG00000259704,ENST00000688856,
ENSG00000272574,ENST00000609669,
ENSG00000289095,ENST00000686208,
ENSG00000253339,ENST00000519134,
ENSG00000253339,ENST00000518355,
ENSG00000253339,ENST00000663657,
ENSG00000253339,ENST00000665205,
ENSG00000253339,ENST00000670418,
ENSG00000289547,ENST00000688486,
ENSG00000289200,ENST00000691828,
ENSG00000259583,ENST00000560351,ALDH1A3-AS1
ENSG00000259583,ENST00000560068,ALDH1A3-AS1
ENSG00000259583,ENST00000560461,ALDH1A3-AS1
ENSG00000259583,ENST00000656756,ALDH1A3-AS1
ENSG00000259583,ENST00000659873,ALDH1A3-AS1
ENSG00000259583,ENST00000693679,ALDH1A3-AS1
ENSG00000278351,ENST00000619826,
ENSG00000253214,ENST00000519412,
ENSG00000253214,ENST00000521953,
ENSG00000253214,ENST00000663184,
ENSG00000253214,ENST00000653749,
ENSG00000253214,ENST00000667002,
ENSG00000253214,ENST00000657588,
ENSG00000253214,ENST00000652920,
ENSG00000253214,ENST00000668603,
ENSG00000253214,ENST00000669190,
ENSG00000253214,ENST00000687519,
ENSG00000253214,ENST00000691691,
ENSG00000257657,ENST00000551229,
ENSG00000273015,ENST00000609803,
ENSG00000259234,ENST00000560872,ANKRD34C-AS1
ENSG00000259234,ENST00000559225,ANKRD34C-AS1
ENSG00000259234,ENST00000560533,ANKRD34C-AS1
ENSG00000259234,ENST00000560732,ANKRD34C-AS1
ENSG00000259234,ENST00000559979,ANKRD34C-AS1
ENSG00000259234,ENST00000560452,ANKRD34C-AS1
ENSG00000259234,ENST00000557790,ANKRD34C-AS1
ENSG00000259234,ENST00000558297,ANKRD34C-AS1
ENSG00000259234,ENST00000671603,ANKRD34C-AS1
ENSG00000259234,ENST00000668181,ANKRD34C-AS1
ENSG00000259234,ENST00000661423,ANKRD34C-AS1
ENSG00000259234,ENST00000661500,ANKRD34C-AS1
ENSG00000259234,ENST00000689752,ANKRD34C-AS1
ENSG00000259234,ENST00000692425,ANKRD34C-AS1
ENSG00000259234,ENST00000686264,ANKRD34C-AS1
ENSG00000259234,ENST00000692216,ANKRD34C-AS1
ENSG00000259234,ENST00000685737,ANKRD34C-AS1
ENSG00000259234,ENST00000688891,ANKRD34C-AS1
ENSG00000259234,ENST00000692103,ANKRD34C-AS1
ENSG00000259234,ENST00000689461,ANKRD34C-AS1
ENSG00000276148,ENST00000612009,
ENSG00000253704,ENST00000523011,VIRMA-DT
ENSG00000253704,ENST00000670081,VIRMA-DT
ENSG00000253704,ENST00000659133,VIRMA-DT
ENSG00000253704,ENST00000657799,VIRMA-DT
ENSG00000253704,ENST00000662944,VIRMA-DT
ENSG00000253704,ENST00000658286,VIRMA-DT
ENSG00000253704,ENST00000691473,VIRMA-DT
ENSG00000253704,ENST00000686492,VIRMA-DT
ENSG00000253704,ENST00000691575,VIRMA-DT
ENSG00000274105,ENST00000620472,
ENSG00000275854,ENST00000620106,
ENSG00000286690,ENST00000659143,
ENSG00000254163,ENST00000520705,
ENSG00000254153,ENST00000521218,
ENSG00000167912,ENST00000523683,
ENSG00000167912,ENST00000518993,
ENSG00000167912,ENST00000517898,
ENSG00000167912,ENST00000665670,
ENSG00000167912,ENST00000662685,
ENSG00000167912,ENST00000685620,
ENSG00000167912,ENST00000692766,
ENSG00000167912,ENST00000687981,
ENSG00000167912,ENST00000690722,
ENSG00000167912,ENST00000688758,
ENSG00000167912,ENST00000688120,
ENSG00000272138,ENST00000666705,LINC01607
ENSG00000272138,ENST00000607172,LINC01607
ENSG00000272138,ENST00000607754,LINC01607
ENSG00000272138,ENST00000693037,LINC01607
ENSG00000260572,ENST00000566372,PPM1L-DT
ENSG00000249816,ENST00000525292,LINC00964
ENSG00000249816,ENST00000528090,LINC00964
ENSG00000249816,ENST00000529135,LINC00964
ENSG00000249816,ENST00000510897,LINC00964
ENSG00000249816,ENST00000660364,LINC00964
ENSG00000249816,ENST00000504665,LINC00964
ENSG00000249816,ENST00000663765,LINC00964
ENSG00000249816,ENST00000533286,LINC00964
ENSG00000249816,ENST00000670950,LINC00964
ENSG00000249816,ENST00000663062,LINC00964
ENSG00000249816,ENST00000660300,LINC00964
ENSG00000249816,ENST00000654275,LINC00964
ENSG00000249816,ENST00000665389,LINC00964
ENSG00000249816,ENST00000656467,LINC00964
ENSG00000249816,ENST00000660004,LINC00964
ENSG00000249816,ENST00000657718,LINC00964
ENSG00000249816,ENST00000663922,LINC00964
ENSG00000249816,ENST00000665263,LINC00964
ENSG00000249816,ENST00000663940,LINC00964
ENSG00000249816,ENST00000663231,LINC00964
ENSG00000249816,ENST00000671263,LINC00964
ENSG00000249816,ENST00000667605,LINC00964
ENSG00000249816,ENST00000665293,LINC00964
ENSG00000249816,ENST00000670035,LINC00964
ENSG00000249816,ENST00000670706,LINC00964
ENSG00000249816,ENST00000669524,LINC00964
ENSG00000249816,ENST00000662376,LINC00964
ENSG00000249816,ENST00000656094,LINC00964
ENSG00000249816,ENST00000655637,LINC00964
ENSG00000249816,ENST00000660517,LINC00964
ENSG00000249816,ENST00000663920,LINC00964
ENSG00000249816,ENST00000656339,LINC00964
ENSG00000249816,ENST00000530549,LINC00964
ENSG00000249816,ENST00000664851,LINC00964
ENSG00000249816,ENST00000657807,LINC00964
ENSG00000249816,ENST00000656062,LINC00964
ENSG00000249816,ENST00000657463,LINC00964
ENSG00000249816,ENST00000657752,LINC00964
ENSG00000249816,ENST00000659706,LINC00964
ENSG00000249816,ENST00000663642,LINC00964
ENSG00000249816,ENST00000669297,LINC00964
ENSG00000249816,ENST00000670322,LINC00964
ENSG00000249816,ENST00000670566,LINC00964
ENSG00000249816,ENST00000664707,LINC00964
ENSG00000249816,ENST00000666745,LINC00964
ENSG00000249816,ENST00000663965,LINC00964
ENSG00000249816,ENST00000663195,LINC00964
ENSG00000249816,ENST00000670200,LINC00964
ENSG00000249816,ENST00000661433,LINC00964
ENSG00000249816,ENST00000661407,LINC00964
ENSG00000249816,ENST00000662419,LINC00964
ENSG00000249816,ENST00000665494,LINC00964
ENSG00000249816,ENST00000654805,LINC00964
ENSG00000249816,ENST00000658171,LINC00964
ENSG00000249816,ENST00000658039,LINC00964
ENSG00000249816,ENST00000666477,LINC00964
ENSG00000249816,ENST00000656869,LINC00964
ENSG00000249816,ENST00000661949,LINC00964
ENSG00000249816,ENST00000657296,LINC00964
ENSG00000249816,ENST00000656616,LINC00964
ENSG00000249816,ENST00000666508,LINC00964
ENSG00000249816,ENST00000663450,LINC00964
ENSG00000249816,ENST00000670165,LINC00964
ENSG00000249816,ENST00000656280,LINC00964
ENSG00000249816,ENST00000664218,LINC00964
ENSG00000249816,ENST00000658422,LINC00964
ENSG00000249816,ENST00000663475,LINC00964
ENSG00000249816,ENST00000653797,LINC00964
ENSG00000249816,ENST00000659472,LINC00964
ENSG00000249816,ENST00000662253,LINC00964
ENSG00000249816,ENST00000654344,LINC00964
ENSG00000249816,ENST00000655947,LINC00964
ENSG00000249816,ENST00000663141,LINC00964
ENSG00000249816,ENST00000664110,LINC00964
ENSG00000249816,ENST00000662674,LINC00964
ENSG00000249816,ENST00000653724,LINC00964
ENSG00000249816,ENST00000661165,LINC00964
ENSG00000249816,ENST00000532713,LINC00964
ENSG00000249816,ENST00000668837,LINC00964
ENSG00000249816,ENST00000529478,LINC00964
ENSG00000249816,ENST00000655319,LINC00964
ENSG00000249816,ENST00000671628,LINC00964
ENSG00000249816,ENST00000667269,LINC00964
ENSG00000286629,ENST00000660893,
ENSG00000259203,ENST00000654059,
ENSG00000259203,ENST00000560818,
ENSG00000259203,ENST00000660503,
ENSG00000259203,ENST00000656588,
ENSG00000259203,ENST00000671573,
ENSG00000259203,ENST00000690221,
ENSG00000256802,ENST00000536835,
ENSG00000256802,ENST00000560994,
ENSG00000256802,ENST00000691334,
ENSG00000259343,ENST00000559781,TMC3-AS1
ENSG00000259343,ENST00000560973,TMC3-AS1
ENSG00000259343,ENST00000560851,TMC3-AS1
ENSG00000259343,ENST00000559277,TMC3-AS1
ENSG00000259343,ENST00000612811,TMC3-AS1
ENSG00000259343,ENST00000558086,TMC3-AS1
ENSG00000259343,ENST00000642113,TMC3-AS1
ENSG00000259343,ENST00000664001,TMC3-AS1
ENSG00000259343,ENST00000654210,TMC3-AS1
ENSG00000259343,ENST00000667849,TMC3-AS1
ENSG00000259343,ENST00000667509,TMC3-AS1
ENSG00000259343,ENST00000667513,TMC3-AS1
ENSG00000259343,ENST00000662589,TMC3-AS1
ENSG00000259343,ENST00000665273,TMC3-AS1
ENSG00000259343,ENST00000669758,TMC3-AS1
ENSG00000259343,ENST00000654536,TMC3-AS1
ENSG00000259343,ENST00000685783,TMC3-AS1
ENSG00000259343,ENST00000687585,TMC3-AS1
ENSG00000255523,ENST00000531918,
ENSG00000279243,ENST00000666139,LINC02736
ENSG00000279243,ENST00000660598,LINC02736
ENSG00000279243,ENST00000622944,LINC02736
ENSG00000279243,ENST00000650251,LINC02736
ENSG00000270117,ENST00000602344,
ENSG00000260233,ENST00000567594,ZNRD2-DT
ENSG00000286263,ENST00000651370,
ENSG00000204949,ENST00000661117,FAM83A-AS1
ENSG00000204949,ENST00000654317,FAM83A-AS1
ENSG00000204949,ENST00000517519,FAM83A-AS1
ENSG00000204949,ENST00000520576,FAM83A-AS1
ENSG00000204949,ENST00000523330,FAM83A-AS1
ENSG00000204949,ENST00000687267,FAM83A-AS1
ENSG00000227006,ENST00000440729,
ENSG00000236372,ENST00000441459,
ENSG00000224525,ENST00000421878,
ENSG00000289050,ENST00000689135,
ENSG00000289338,ENST00000687818,
ENSG00000253369,ENST00000664678,
ENSG00000253369,ENST00000653150,
ENSG00000253369,ENST00000659344,
ENSG00000253369,ENST00000654917,
ENSG00000253369,ENST00000663629,
ENSG00000253369,ENST00000654162,
ENSG00000253369,ENST00000664528,
ENSG00000253369,ENST00000671233,
ENSG00000253369,ENST00000663011,
ENSG00000253369,ENST00000655800,
ENSG00000253369,ENST00000656472,
ENSG00000253369,ENST00000653042,
ENSG00000253369,ENST00000664464,
ENSG00000253369,ENST00000656889,
ENSG00000253369,ENST00000665810,
ENSG00000253369,ENST00000670087,
ENSG00000253369,ENST00000655683,
ENSG00000253369,ENST00000667742,
ENSG00000253369,ENST00000521558,
ENSG00000253369,ENST00000669494,
ENSG00000253369,ENST00000658739,
ENSG00000253369,ENST00000654138,
ENSG00000253369,ENST00000665614,
ENSG00000253369,ENST00000688763,
ENSG00000261423,ENST00000562573,TMEM202-AS1
ENSG00000261423,ENST00000565181,TMEM202-AS1
ENSG00000261423,ENST00000691371,TMEM202-AS1
ENSG00000247809,ENST00000616912,NR2F2-AS1
ENSG00000247809,ENST00000620029,NR2F2-AS1
ENSG00000247809,ENST00000560800,NR2F2-AS1
ENSG00000247809,ENST00000559505,NR2F2-AS1
ENSG00000247809,ENST00000618776,NR2F2-AS1
ENSG00000247809,ENST00000616032,NR2F2-AS1
ENSG00000247809,ENST00000561402,NR2F2-AS1
ENSG00000247809,ENST00000560395,NR2F2-AS1
ENSG00000247809,ENST00000502125,NR2F2-AS1
ENSG00000247809,ENST00000561344,NR2F2-AS1
ENSG00000247809,ENST00000558929,NR2F2-AS1
ENSG00000247809,ENST00000557863,NR2F2-AS1
ENSG00000247809,ENST00000624299,NR2F2-AS1
ENSG00000247809,ENST00000560170,NR2F2-AS1
ENSG00000247809,ENST00000656585,NR2F2-AS1
ENSG00000247809,ENST00000661764,NR2F2-AS1
ENSG00000247809,ENST00000558935,NR2F2-AS1
ENSG00000247809,ENST00000560010,NR2F2-AS1
ENSG00000247809,ENST00000693368,NR2F2-AS1
ENSG00000247809,ENST00000692320,NR2F2-AS1
ENSG00000247809,ENST00000690325,NR2F2-AS1
ENSG00000239994,ENST00000489428,
ENSG00000287707,ENST00000667061,
ENSG00000287707,ENST00000669235,
ENSG00000246877,ENST00000501931,DNM1P35
ENSG00000246877,ENST00000689581,DNM1P35
ENSG00000288850,ENST00000686996,
ENSG00000259347,ENST00000670149,
ENSG00000259347,ENST00000665471,
ENSG00000259347,ENST00000655852,
ENSG00000259347,ENST00000558097,
ENSG00000259347,ENST00000558071,
ENSG00000259347,ENST00000560662,
ENSG00000259347,ENST00000636067,
ENSG00000259347,ENST00000692307,
ENSG00000177335,ENST00000517653,LINC02904
ENSG00000177335,ENST00000523766,LINC02904
ENSG00000177335,ENST00000524181,LINC02904
ENSG00000177335,ENST00000395172,LINC02904
ENSG00000177335,ENST00000519775,LINC02904
ENSG00000177335,ENST00000665431,LINC02904
ENSG00000177335,ENST00000669519,LINC02904
ENSG00000177335,ENST00000622366,LINC02904
ENSG00000177335,ENST00000685395,LINC02904
ENSG00000177335,ENST00000689572,LINC02904
ENSG00000289066,ENST00000690742,
ENSG00000289066,ENST00000691820,
ENSG00000289525,ENST00000687931,
ENSG00000289525,ENST00000686507,
ENSG00000272762,ENST00000488257,
ENSG00000259225,ENST00000669882,LINC02345
ENSG00000259225,ENST00000658097,LINC02345
ENSG00000259225,ENST00000558081,LINC02345
ENSG00000259225,ENST00000559992,LINC02345
ENSG00000259225,ENST00000557883,LINC02345
ENSG00000259225,ENST00000558897,LINC02345
ENSG00000259225,ENST00000687612,LINC02345
ENSG00000259225,ENST00000691086,LINC02345
ENSG00000289271,ENST00000690076,
ENSG00000247982,ENST00000620766,LINC00926
ENSG00000247982,ENST00000501726,LINC00926
ENSG00000247982,ENST00000502027,LINC00926
ENSG00000247982,ENST00000613170,LINC00926
ENSG00000249085,ENST00000507957,TNPO1-DT
ENSG00000253661,ENST00000522961,ZFHX4-AS1
ENSG00000253661,ENST00000666902,ZFHX4-AS1
ENSG00000253661,ENST00000521894,ZFHX4-AS1
ENSG00000253661,ENST00000522357,ZFHX4-AS1
ENSG00000253661,ENST00000518143,ZFHX4-AS1
ENSG00000253661,ENST00000692896,ZFHX4-AS1
ENSG00000253661,ENST00000689032,ZFHX4-AS1
ENSG00000253661,ENST00000523977,ZFHX4-AS1
ENSG00000253661,ENST00000663063,ZFHX4-AS1
ENSG00000253661,ENST00000663655,ZFHX4-AS1
ENSG00000253661,ENST00000669823,ZFHX4-AS1
ENSG00000271926,ENST00000607027,
ENSG00000272081,ENST00000606587,FCHO2-DT
ENSG00000244879,ENST00000619314,GABPB1-AS1
ENSG00000244879,ENST00000670332,GABPB1-AS1
ENSG00000244879,ENST00000659570,GABPB1-AS1
ENSG00000244879,ENST00000560359,GABPB1-AS1
ENSG00000244879,ENST00000668321,GABPB1-AS1
ENSG00000244879,ENST00000667317,GABPB1-AS1
ENSG00000244879,ENST00000499624,GABPB1-AS1
ENSG00000244879,ENST00000648591,GABPB1-AS1
ENSG00000244879,ENST00000561289,GABPB1-AS1
ENSG00000244879,ENST00000499326,GABPB1-AS1
ENSG00000244879,ENST00000558593,GABPB1-AS1
ENSG00000244879,ENST00000692595,GABPB1-AS1
ENSG00000244879,ENST00000689111,GABPB1-AS1
ENSG00000244879,ENST00000689965,GABPB1-AS1
ENSG00000244879,ENST00000687003,GABPB1-AS1
ENSG00000244879,ENST00000686076,GABPB1-AS1
ENSG00000244879,ENST00000687660,GABPB1-AS1
ENSG00000249959,ENST00000653896,
ENSG00000249959,ENST00000509458,
ENSG00000249959,ENST00000502287,
ENSG00000251396,ENST00000530725,LINC01301
ENSG00000251396,ENST00000506428,LINC01301
ENSG00000251396,ENST00000531654,LINC01301
ENSG00000251396,ENST00000476425,LINC01301
ENSG00000251396,ENST00000534117,LINC01301
ENSG00000251396,ENST00000530033,LINC01301
ENSG00000251396,ENST00000532232,LINC01301
ENSG00000251396,ENST00000664011,LINC01301
ENSG00000251396,ENST00000670404,LINC01301
ENSG00000251396,ENST00000656414,LINC01301
ENSG00000251396,ENST00000656656,LINC01301
ENSG00000261183,ENST00000565315,SPINT1-AS1
ENSG00000261183,ENST00000564302,SPINT1-AS1
ENSG00000261183,ENST00000568419,SPINT1-AS1
ENSG00000261183,ENST00000568525,SPINT1-AS1
ENSG00000261183,ENST00000563217,SPINT1-AS1
ENSG00000271766,ENST00000607594,
ENSG00000247240,ENST00000564137,UBL7-DT
ENSG00000247240,ENST00000499217,UBL7-DT
ENSG00000247240,ENST00000567286,UBL7-DT
ENSG00000247240,ENST00000564621,UBL7-DT
ENSG00000247240,ENST00000568853,UBL7-DT
ENSG00000247240,ENST00000659591,UBL7-DT
ENSG00000247240,ENST00000666989,UBL7-DT
ENSG00000247240,ENST00000657781,UBL7-DT
ENSG00000247240,ENST00000664892,UBL7-DT
ENSG00000247240,ENST00000670462,UBL7-DT
ENSG00000247240,ENST00000693152,UBL7-DT
ENSG00000247240,ENST00000691484,UBL7-DT
ENSG00000247240,ENST00000689930,UBL7-DT
ENSG00000254377,ENST00000520799,MIR124-2HG
ENSG00000254377,ENST00000521441,MIR124-2HG
ENSG00000254377,ENST00000524060,MIR124-2HG
ENSG00000254377,ENST00000524284,MIR124-2HG
ENSG00000254377,ENST00000519741,MIR124-2HG
ENSG00000254377,ENST00000663091,MIR124-2HG
ENSG00000254377,ENST00000671254,MIR124-2HG
ENSG00000254377,ENST00000665390,MIR124-2HG
ENSG00000254377,ENST00000658332,MIR124-2HG
ENSG00000254377,ENST00000657723,MIR124-2HG
ENSG00000254377,ENST00000671640,MIR124-2HG
ENSG00000254377,ENST00000688418,MIR124-2HG
ENSG00000254377,ENST00000690865,MIR124-2HG
ENSG00000254377,ENST00000689669,MIR124-2HG
ENSG00000254377,ENST00000685214,MIR124-2HG
ENSG00000254377,ENST00000685732,MIR124-2HG
ENSG00000254377,ENST00000686827,MIR124-2HG
ENSG00000254377,ENST00000688752,MIR124-2HG
ENSG00000174171,ENST00000309874,
ENSG00000174171,ENST00000564432,
ENSG00000174171,ENST00000568861,
ENSG00000174171,ENST00000562920,
ENSG00000174171,ENST00000662841,
ENSG00000174171,ENST00000653607,
ENSG00000174171,ENST00000657738,
ENSG00000174171,ENST00000663161,
ENSG00000174171,ENST00000659518,
ENSG00000174171,ENST00000654230,
ENSG00000174171,ENST00000669721,
ENSG00000174171,ENST00000655958,
ENSG00000174171,ENST00000690521,
ENSG00000288901,ENST00000685143,
ENSG00000289622,ENST00000690140,
ENSG00000179523,ENST00000560750,EIF3J-DT
ENSG00000179523,ENST00000313807,EIF3J-DT
ENSG00000179523,ENST00000560049,EIF3J-DT
ENSG00000179523,ENST00000657789,EIF3J-DT
ENSG00000179523,ENST00000653319,EIF3J-DT
ENSG00000179523,ENST00000559356,EIF3J-DT
ENSG00000179523,ENST00000558323,EIF3J-DT
ENSG00000288985,ENST00000688103,
ENSG00000288985,ENST00000690864,
ENSG00000288985,ENST00000686853,
ENSG00000283959,ENST00000640504,
ENSG00000283959,ENST00000687500,
ENSG00000283959,ENST00000689431,
ENSG00000283959,ENST00000688040,
ENSG00000289561,ENST00000685529,
ENSG00000289561,ENST00000685916,
ENSG00000273674,ENST00000617693,
ENSG00000273674,ENST00000613161,
ENSG00000273674,ENST00000619889,
ENSG00000273674,ENST00000655436,
ENSG00000273674,ENST00000656830,
ENSG00000273674,ENST00000693106,
ENSG00000289522,ENST00000685955,
ENSG00000287191,ENST00000670949,
ENSG00000287191,ENST00000689645,
ENSG00000261801,ENST00000565689,LOXL1-AS1
ENSG00000261801,ENST00000568229,LOXL1-AS1
ENSG00000261801,ENST00000568087,LOXL1-AS1
ENSG00000261801,ENST00000567644,LOXL1-AS1
ENSG00000261801,ENST00000564194,LOXL1-AS1
ENSG00000261801,ENST00000567257,LOXL1-AS1
ENSG00000261801,ENST00000565756,LOXL1-AS1
ENSG00000261801,ENST00000566675,LOXL1-AS1
ENSG00000261801,ENST00000562965,LOXL1-AS1
ENSG00000261801,ENST00000562739,LOXL1-AS1
ENSG00000261801,ENST00000562130,LOXL1-AS1
ENSG00000261801,ENST00000565416,LOXL1-AS1
ENSG00000261801,ENST00000564963,LOXL1-AS1
ENSG00000261801,ENST00000685373,LOXL1-AS1
ENSG00000261801,ENST00000688623,LOXL1-AS1
ENSG00000282925,ENST00000635510,
ENSG00000248799,ENST00000512352,
ENSG00000250603,ENST00000507509,
ENSG00000289411,ENST00000687170,
ENSG00000288752,ENST00000689912,
ENSG00000253738,ENST00000522817,OTUD6B-AS1
ENSG00000253738,ENST00000524003,OTUD6B-AS1
ENSG00000253738,ENST00000657110,OTUD6B-AS1
ENSG00000253738,ENST00000659792,OTUD6B-AS1
ENSG00000289209,ENST00000685981,
ENSG00000289161,ENST00000686113,
ENSG00000289017,ENST00000685045,
ENSG00000236939,ENST00000436771,BAALC-AS2
ENSG00000236939,ENST00000521246,BAALC-AS2
ENSG00000248508,ENST00000559012,SRP14-DT
ENSG00000248508,ENST00000504245,SRP14-DT
ENSG00000248508,ENST00000560341,SRP14-DT
ENSG00000248508,ENST00000661955,SRP14-DT
ENSG00000248508,ENST00000660446,SRP14-DT
ENSG00000248508,ENST00000667323,SRP14-DT
ENSG00000248508,ENST00000668306,SRP14-DT
ENSG00000248508,ENST00000655221,SRP14-DT
ENSG00000248508,ENST00000692845,SRP14-DT
ENSG00000253796,ENST00000522244,
ENSG00000253796,ENST00000524134,
ENSG00000253796,ENST00000656015,
ENSG00000253796,ENST00000661381,
ENSG00000253230,ENST00000518557,MIR124-1HG
ENSG00000253230,ENST00000667251,MIR124-1HG
ENSG00000253230,ENST00000517675,MIR124-1HG
ENSG00000253230,ENST00000521863,MIR124-1HG
ENSG00000253230,ENST00000521242,MIR124-1HG
ENSG00000253230,ENST00000662006,MIR124-1HG
ENSG00000253230,ENST00000656078,MIR124-1HG
ENSG00000253230,ENST00000665174,MIR124-1HG
ENSG00000253230,ENST00000666267,MIR124-1HG
ENSG00000253230,ENST00000653424,MIR124-1HG
ENSG00000253230,ENST00000519461,MIR124-1HG
ENSG00000253230,ENST00000667273,MIR124-1HG
ENSG00000253230,ENST00000654192,MIR124-1HG
ENSG00000253230,ENST00000669913,MIR124-1HG
ENSG00000253230,ENST00000661494,MIR124-1HG
ENSG00000253230,ENST00000685227,MIR124-1HG
ENSG00000253230,ENST00000693527,MIR124-1HG
ENSG00000253230,ENST00000693340,MIR124-1HG
ENSG00000253230,ENST00000689122,MIR124-1HG
ENSG00000288745,ENST00000687317,
ENSG00000272888,ENST00000653163,CHASERR
ENSG00000272888,ENST00000610332,CHASERR
ENSG00000272888,ENST00000557682,CHASERR
ENSG00000272888,ENST00000553829,CHASERR
ENSG00000272888,ENST00000556895,CHASERR
ENSG00000272888,ENST00000554669,CHASERR
ENSG00000272888,ENST00000554894,CHASERR
ENSG00000272888,ENST00000557147,CHASERR
ENSG00000272888,ENST00000555520,CHASERR
ENSG00000272888,ENST00000692976,CHASERR
ENSG00000253507,ENST00000519695,
ENSG00000253507,ENST00000524275,
ENSG00000253507,ENST00000519005,
ENSG00000253773,ENST00000517655,CFAP418-AS1
ENSG00000253773,ENST00000521905,CFAP418-AS1
ENSG00000253773,ENST00000517437,CFAP418-AS1
ENSG00000253773,ENST00000671532,CFAP418-AS1
ENSG00000253773,ENST00000655917,CFAP418-AS1
ENSG00000253773,ENST00000664790,CFAP418-AS1
ENSG00000253773,ENST00000663556,CFAP418-AS1
ENSG00000253773,ENST00000614093,CFAP418-AS1
ENSG00000253773,ENST00000692571,CFAP418-AS1
ENSG00000225811,ENST00000452178,
ENSG00000273093,ENST00000608159,
ENSG00000289382,ENST00000685125,
ENSG00000288818,ENST00000685233,
ENSG00000253764,ENST00000517676,KBTBD11-AS1
ENSG00000253764,ENST00000662506,KBTBD11-AS1
